2100,3000,21000,3000
21000,3000,21000,17400
21000,17400,2100,17400
2100,17400,2100,3000
11800,17400,11800,15500
11800,15500,12000,15500
12000,15500,12000,17400
12000,13000,12000,5000
8000,10000,15000,10000
10000,9500,10000,10000
10000,8000,10000,3000
